site,date,,bad_leaf_y,kbdi,avg_soil_y,soil_5_y,soil_25_y,soil_60_y,vpd,mean_leaf_y,leaf_y,lfm,mean_lfm,sd_lfm,max_wind,two_week_vpd,two_week_tmax,two_week_soil_5_y
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,112.3780371,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,104.8755032,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,116.2472317,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,106.0207947,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,78.2063834,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,110.9245418,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,115.3062477,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,113.7466307,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,105.1278262,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,103.3429323,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,97.18637614,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,90.76848719,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,113.1064446,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,100.9589237,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,111.552043,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,105.7600402,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,96.15955167,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,96.51562734,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,92.35689864,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,102.7964708,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,110.0064281,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,107.4922418,,,,,,
COOK,1/9/2018,,,,0.012479971,0.012479971,,,0.12,,,103.8533953,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,88.37085387,79.19229291,11.64631423,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,85.99471499,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,92.37886535,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,91.44275386,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,74.72857859,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,75.84111135,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,86.7856499,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,68.30728301,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,73.51922726,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,90.85811555,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,77.04658287,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,72.0031702,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,80.76213891,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,90.59080963,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,78.59063252,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,75.04942665,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,93.53021177,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,82.5628066,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,79.44025834,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,53.42991052,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,88.32280416,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,89.71325446,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,89.00671615,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,49.85621311,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,82.32856847,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,65.64299424,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,88.20092439,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,86.28489912,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,90.15300118,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,87.07739832,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,74.069834,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,86.87341525,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,72.08150559,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,74.97238789,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,85.52188552,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,81.02621934,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,79.35034803,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,57.84153896,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,68.73463212,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,90.4768265,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,48.23586274,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,84.77050125,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,86.73437981,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,78.06494367,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,50.95104459,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,92.93954776,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,80.00805315,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,77.76210625,,,,,,
MARE,9/20/2017,,,,1.436460162,1.529209598,1.657714697,1.122456192,14.54,,,82.18744505,,,,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,108.3720346,101.5214918,6.757375108,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,97.93305286,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,93.90379622,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,97.07127137,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,93.93271632,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,104.6741034,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,115.0363331,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,103.8392537,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,100.3961517,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,102.8709418,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,112.8530764,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,99.69675764,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,97.43589744,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,96.24534251,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,108.2568807,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,101.1066635,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,102.7798424,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,105.502953,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,98.86480908,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,96.02024385,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,106.5474474,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,100.1499893,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,95.29053999,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,94.84789872,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,94.52576699,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,96.60041273,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,102.303327,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,95.09356122,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,97.80357346,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,115.4929577,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,113.9450492,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,99.42145082,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,90.4109589,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,116.2924376,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,84.65081997,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,92.88099372,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,117.4133229,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,102.1426287,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,108.8197699,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,98.85947923,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,100.6875477,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,100.172117,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,101.5455066,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,98.19113174,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,97.16151265,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,100.1386963,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,100.2054593,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,102.7212342,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,105.3444008,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,98.16805711,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,107.8546783,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,100.468181,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,101.7934209,,,18.63,,,
MARE,10/18/2017,,,,0.009212828,0.008216072,0.008466537,0.010955876,9.68,,,107.4241058,,,18.63,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,120.7166,126.5678641,15.69054521,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,100.131406,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,116.5716891,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,134.4262295,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,129.5086185,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,122.6816736,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,152.3475823,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,117.2178366,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,115.9614823,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,128.4096058,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,142.4460432,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,117.4215294,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,128.0314484,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,128.1020487,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,126.5149438,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,140.4593139,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,138.2210644,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,128.333949,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,123.2078684,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,104.5928556,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,128.9988034,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,144.7513812,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,131.376017,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,147.4804826,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,115.3517728,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,114.893617,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,126.9406393,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,123.9277043,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,134.6367085,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,124.49962,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,140.8866995,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,131.7222862,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,132.4487334,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,111.6365899,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,125.0050948,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,151.137321,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,128.3419817,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,122.0677501,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,106.2594497,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,115.9358936,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,148.8272921,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,142.7279578,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,56.85564938,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,140.3219474,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,137.4802652,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,117.7882866,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,127.7925854,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,126.2098706,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,141.0609037,,,14.16,,,
MARE,11/14/2017,,,,0.021838828,0.043882147,0.010572075,0.011062263,1.01,,,115.7261099,,,14.16,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,99.83884963,99.19544674,8.135502353,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,99.33561506,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,93.83916474,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,96.41120021,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,111.7710351,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,105.7948559,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,110.9631787,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,81.15490595,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,102.3655533,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,92.54971802,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,103.3199957,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,97.39577512,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,99.73614776,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,96.07129409,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,94.10589411,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,98.77249033,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,95.85380232,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,94.47452916,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,88.1361273,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,100.2992296,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,96.69332181,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,94.39079515,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,92.91534104,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,102.1668613,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,107.5648572,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,106.1886927,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,90.88602241,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,102.8001287,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,98.75575251,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,100.9203055,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,96.12379347,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,95.12526704,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,98.86436683,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,96.81489773,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,100.2901042,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,107.1088649,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,95.84360112,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,97.68781231,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,96.08864754,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,105.825169,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,128.8807841,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,94.14625023,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,99.59594841,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,89.62732397,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,90.71829202,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,108.6547006,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,99.78213508,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,102.7102154,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,82.12257686,,,21.61,,,
MARE,11/28/2017,,,,0.03977096,0.092027152,0.015370317,0.011915412,5.56,,,118.2901456,,,21.61,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,81.92837975,94.41512632,16.8111942,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,95.20624303,,,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,102.318086,,,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,92.31885226,,,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,98.95631292,,,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,172.1567307,,,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,96.57336513,,,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,87.87833607,,,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,95.91187994,,,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,92.68100217,,,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,70.72333373,,,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,94.24962736,,,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,99.82590063,,,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,167.0689072,,,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,86.88575255,,,16.56,,,
MARE,2/13/2018,,,,0.039110443,0.068642413,0.027617299,0.021071616,3.67,,,87.85573401,,,16.56,,,
